date,year,movie_count,movies,movie_labels,combined_screen_share,threshold,combined_screen_count,best_aud,tier
2021-10-20,2021,2,듄 / 베놈 2: 렛 데어 비 카니지,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명)",63.40239912758997,60% 이상,2907,2121625,500만미만
2021-10-20,2021,3,듄 / 베놈 2: 렛 데어 비 카니지 / 007 노 타임 투 다이,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 007 노 타임 투 다이 (<5M, 1,222,296명)",73.12977099236642,70% 이상,3353,2121625,500만미만
2021-10-21,2021,2,듄 / 베놈 2: 렛 데어 비 카니지,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명)",63.29365079365079,60% 이상,2871,2121625,500만미만
2021-10-21,2021,3,듄 / 베놈 2: 렛 데어 비 카니지 / 007 노 타임 투 다이,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 007 노 타임 투 다이 (<5M, 1,222,296명)",72.59700176366843,70% 이상,3293,2121625,500만미만
2021-10-22,2021,2,듄 / 베놈 2: 렛 데어 비 카니지,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명)",62.61127596439169,60% 이상,2954,2121625,500만미만
2021-10-22,2021,3,듄 / 베놈 2: 렛 데어 비 카니지 / 007 노 타임 투 다이,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 007 노 타임 투 다이 (<5M, 1,222,296명)",72.10682492581603,70% 이상,3402,2121625,500만미만
2021-10-23,2021,2,듄 / 베놈 2: 렛 데어 비 카니지,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명)",62.666932429738885,60% 이상,3144,2121625,500만미만
2021-10-23,2021,3,듄 / 베놈 2: 렛 데어 비 카니지 / 007 노 타임 투 다이,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 007 노 타임 투 다이 (<5M, 1,222,296명)",72.09487741678294,70% 이상,3617,2121625,500만미만
2021-10-24,2021,2,듄 / 베놈 2: 렛 데어 비 카니지,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명)",62.68115942028986,60% 이상,3114,2121625,500만미만
2021-10-24,2021,3,듄 / 베놈 2: 렛 데어 비 카니지 / 007 노 타임 투 다이,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 007 노 타임 투 다이 (<5M, 1,222,296명)",72.02093397745571,70% 이상,3578,2121625,500만미만
2021-10-25,2021,2,듄 / 베놈 2: 렛 데어 비 카니지,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명)",63.722248464808686,60% 이상,2698,2121625,500만미만
2021-10-25,2021,3,듄 / 베놈 2: 렛 데어 비 카니지 / 007 노 타임 투 다이,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 007 노 타임 투 다이 (<5M, 1,222,296명)",73.21681624940953,70% 이상,3100,2121625,500만미만
2021-10-26,2021,2,듄 / 베놈 2: 렛 데어 비 카니지,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명)",63.747973129488074,60% 이상,2752,2121625,500만미만
2021-10-26,2021,3,듄 / 베놈 2: 렛 데어 비 카니지 / 007 노 타임 투 다이,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 007 노 타임 투 다이 (<5M, 1,222,296명)",73.38429464906186,70% 이상,3168,2121625,500만미만
2021-10-27,2021,3,베놈 2: 렛 데어 비 카니지 / 듄 / 고장난 론,"베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 듄 (<5M, 1,656,287명) / 고장난 론 (<5M, 152,171명)",65.88594704684319,60% 이상,3235,2121625,500만미만
2021-10-28,2021,3,듄 / 베놈 2: 렛 데어 비 카니지 / 고장난 론,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 고장난 론 (<5M, 152,171명)",64.65116279069767,60% 이상,3058,2121625,500만미만
2021-10-29,2021,3,듄 / 베놈 2: 렛 데어 비 카니지 / 고장난 론,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 고장난 론 (<5M, 152,171명)",66.44971656519002,60% 이상,3165,2121625,500만미만
2021-10-30,2021,3,듄 / 베놈 2: 렛 데어 비 카니지 / 고장난 론,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 고장난 론 (<5M, 152,171명)",67.62318293373608,60% 이상,3582,2121625,500만미만
2021-10-31,2021,3,듄 / 베놈 2: 렛 데어 비 카니지 / 고장난 론,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 고장난 론 (<5M, 152,171명)",67.5196115054165,60% 이상,3615,2121625,500만미만
2021-11-01,2021,3,듄 / 베놈 2: 렛 데어 비 카니지 / 고장난 론,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 고장난 론 (<5M, 152,171명)",68.01592568015926,60% 이상,3075,2121625,500만미만
2021-11-02,2021,3,듄 / 베놈 2: 렛 데어 비 카니지 / 고장난 론,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 고장난 론 (<5M, 152,171명)",66.88339835283918,60% 이상,3086,2121625,500만미만
2021-11-03,2021,2,이터널스 / 베놈 2: 렛 데어 비 카니지,"이터널스 (<5M, 3,048,616명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명)",73.69130532464614,70% 이상,3280,3048616,500만미만
