date,year,quarter,rank,movie_cd,movie_nm,screen_count,show_count,audience_cnt,audience_acc,screen_share
2020-01-17,2020,2020Q1,8,20196272,미드웨이,279,423,4759,924634,5.212030637025967
2020-01-17,2020,2020Q1,9,20198414,시동,326,556,4014,3295014,6.090042966560807
2020-01-17,2020,2020Q1,10,20197803,겨울왕국 2,206,254,3396,13707336,3.8483093592378106
2020-01-18,2020,2020Q1,1,20183002,해치지않아,1216,5968,245755,591577,21.745350500715308
2020-01-18,2020,2020Q1,2,20196670,나쁜 녀석들: 포에버,887,3629,123462,294989,15.861945636623748
2020-01-18,2020,2020Q1,3,20199581,닥터 두리틀,1081,4460,118348,1351886,19.331187410586555
2020-01-18,2020,2020Q1,4,20192206,백두산,621,1665,40840,8163402,11.105150214592275
2020-01-18,2020,2020Q1,5,20195462,스타워즈: 라이즈 오브 스카이워커,458,803,20160,467807,8.190271816881259
2020-01-18,2020,2020Q1,6,20184571,천문: 하늘에 묻는다,428,717,14203,1955496,7.65379113018598
2020-01-18,2020,2020Q1,7,20196272,미드웨이,255,384,8858,933492,4.560085836909871
2020-01-18,2020,2020Q1,8,20198676,타오르는 여인의 초상,115,228,8355,24207,2.0565092989985696
2020-01-18,2020,2020Q1,9,20198414,시동,318,526,7467,3302481,5.686695278969957
2020-01-18,2020,2020Q1,10,20197803,겨울왕국 2,213,309,7173,13714509,3.8090128755364807
2020-01-19,2020,2020Q1,1,20183002,해치지않아,1195,5830,221818,813395,21.543176491797368
2020-01-19,2020,2020Q1,2,20196670,나쁜 녀석들: 포에버,896,3577,107596,402585,16.152875428159366
2020-01-19,2020,2020Q1,3,20199581,닥터 두리틀,1059,4300,102378,1454264,19.091400757166035
2020-01-19,2020,2020Q1,4,20192206,백두산,617,1632,36915,8200317,11.123129619614206
2020-01-19,2020,2020Q1,5,20195462,스타워즈: 라이즈 오브 스카이워커,445,765,17657,485464,8.022354425815756
2020-01-19,2020,2020Q1,6,20184571,천문: 하늘에 묻는다,421,693,13210,1968706,7.589688119704345
2020-01-19,2020,2020Q1,7,20198676,타오르는 여인의 초상,118,234,9413,33620,2.1272760050477735
