movie_count,threshold,tier,start_date,end_date,days,max_share,avg_share,representative_movies,representative_movie_labels
3,60% 이상,500만미만,2021-06-09,2021-06-15,7,68.84605365980724,65.82025004407434,크루엘라 / 컨저링3: 악마가 시켰다 / 캐시트럭,"크루엘라 (<5M, 1,978,688명) / 컨저링3: 악마가 시켰다 (<5M, 797,370명) / 캐시트럭 (<5M, 230,274명)"
3,60% 이상,500만미만,2021-07-07,2021-07-07,1,67.36382082097705,67.36382082097705,블랙 위도우 / 발신제한 / 크루엘라,"블랙 위도우 (<5M, 2,957,005명) / 발신제한 (<5M, 950,877명) / 크루엘라 (<5M, 1,978,688명)"
3,70% 이상,500만미만,2021-07-08,2021-07-15,8,81.63653663177926,76.53175426352229,블랙 위도우 / 발신제한 / 크루엘라,"블랙 위도우 (<5M, 2,957,005명) / 발신제한 (<5M, 950,877명) / 크루엘라 (<5M, 1,978,688명)"
3,60% 이상,500만미만,2021-07-16,2021-08-04,20,69.3311244564092,66.33421900545095,블랙 위도우 / 랑종 / 이스케이프 룸 2: 노 웨이 아웃,"블랙 위도우 (<5M, 2,957,005명) / 랑종 (<5M, 833,226명) / 이스케이프 룸 2: 노 웨이 아웃 (<5M, 219,208명)"
3,60% 이상,500만미만,2021-08-06,2021-08-07,2,60.617219007539894,60.42629851946181,모가디슈 / 더 수어사이드 스쿼드 / 보스 베이비 2,"모가디슈 (<5M, 3,611,510명) / 더 수어사이드 스쿼드 (<5M, 414,471명) / 보스 베이비 2 (<5M, 919,925명)"
3,60% 이상,500만미만,2021-08-09,2021-08-12,4,69.35886761032472,65.66940807927055,싱크홀 / 모가디슈 / 프리 가이 ,"싱크홀 (<5M, 2,194,102명) / 모가디슈 (<5M, 3,611,510명) / 프리 가이  (<5M, 309,036명)"
3,70% 이상,500만미만,2021-08-13,2021-08-17,5,73.0614074406096,71.01871424000373,싱크홀 / 모가디슈 / 프리 가이 ,"싱크홀 (<5M, 2,194,102명) / 모가디슈 (<5M, 3,611,510명) / 프리 가이  (<5M, 309,036명)"
3,60% 이상,500만미만,2021-08-18,2021-08-22,5,68.58766233766234,68.0753073894485,싱크홀 / 인질 / 모가디슈,"싱크홀 (<5M, 2,194,102명) / 인질 (<5M, 1,634,819명) / 모가디슈 (<5M, 3,611,510명)"
3,70% 이상,500만미만,2021-08-23,2021-08-24,2,70.33639143730888,70.21019442638651,싱크홀 / 인질 / 모가디슈,"싱크홀 (<5M, 2,194,102명) / 인질 (<5M, 1,634,819명) / 모가디슈 (<5M, 3,611,510명)"
3,60% 이상,500만미만,2021-08-25,2021-08-27,3,62.87698412698413,61.52027496355976,인질 / 싱크홀 / 모가디슈,"인질 (<5M, 1,634,819명) / 싱크홀 (<5M, 2,194,102명) / 모가디슈 (<5M, 3,611,510명)"
3,60% 이상,500만미만,2021-08-30,2021-09-05,7,68.01170813297094,66.57756225781903,샹치와 텐 링즈의 전설 / 인질 / 모가디슈,"샹치와 텐 링즈의 전설 (<5M, 1,735,164명) / 인질 (<5M, 1,634,819명) / 모가디슈 (<5M, 3,611,510명)"
3,70% 이상,500만미만,2021-09-06,2021-09-07,2,71.51653363740023,70.98325002890832,샹치와 텐 링즈의 전설 / 인질 / 모가디슈,"샹치와 텐 링즈의 전설 (<5M, 1,735,164명) / 인질 (<5M, 1,634,819명) / 모가디슈 (<5M, 3,611,510명)"
3,60% 이상,500만미만,2021-09-08,2021-09-14,7,66.76503972758229,65.73720407991986,샹치와 텐 링즈의 전설 / 인질 / 모가디슈,"샹치와 텐 링즈의 전설 (<5M, 1,735,164명) / 인질 (<5M, 1,634,819명) / 모가디슈 (<5M, 3,611,510명)"
3,60% 이상,500만미만,2021-09-29,2021-09-29,1,69.18320859095347,69.18320859095347,007 노 타임 투 다이 / 보이스 / 기적,"007 노 타임 투 다이 (<5M, 1,222,296명) / 보이스 (<5M, 1,421,580명) / 기적 (<5M, 710,396명)"
3,70% 이상,500만미만,2021-09-30,2021-10-01,2,72.41165530068196,71.6171003051906,007 노 타임 투 다이 / 보이스 / 기적,"007 노 타임 투 다이 (<5M, 1,222,296명) / 보이스 (<5M, 1,421,580명) / 기적 (<5M, 710,396명)"
3,60% 이상,500만미만,2021-10-02,2021-10-04,3,67.37012987012987,67.05757529645852,007 노 타임 투 다이 / 보이스 / 기적,"007 노 타임 투 다이 (<5M, 1,222,296명) / 보이스 (<5M, 1,421,580명) / 기적 (<5M, 710,396명)"
3,70% 이상,500만미만,2021-10-05,2021-10-05,1,74.56867577862424,74.56867577862424,007 노 타임 투 다이 / 보이스 / 기적,"007 노 타임 투 다이 (<5M, 1,222,296명) / 보이스 (<5M, 1,421,580명) / 기적 (<5M, 710,396명)"
3,60% 이상,500만미만,2021-10-06,2021-10-11,6,68.07295099978026,66.19255101547236,007 노 타임 투 다이 / 보이스 / 기적,"007 노 타임 투 다이 (<5M, 1,222,296명) / 보이스 (<5M, 1,421,580명) / 기적 (<5M, 710,396명)"
3,70% 이상,500만미만,2021-10-12,2021-10-16,5,78.43846949327818,73.7895760550302,베놈 2: 렛 데어 비 카니지 / 007 노 타임 투 다이 / 보이스,"베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 007 노 타임 투 다이 (<5M, 1,222,296명) / 보이스 (<5M, 1,421,580명)"
3,60% 이상,500만미만,2021-10-17,2021-10-17,1,69.47391210218663,69.47391210218663,베놈 2: 렛 데어 비 카니지 / 007 노 타임 투 다이 / 보이스,"베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 007 노 타임 투 다이 (<5M, 1,222,296명) / 보이스 (<5M, 1,421,580명)"
3,70% 이상,500만미만,2021-10-18,2021-10-26,9,80.09936516698869,73.90788288710925,베놈 2: 렛 데어 비 카니지 / 007 노 타임 투 다이 / 보이스,"베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 007 노 타임 투 다이 (<5M, 1,222,296명) / 보이스 (<5M, 1,421,580명)"
3,60% 이상,500만미만,2021-10-27,2021-11-02,7,68.01592568015926,66.7184206964117,듄 / 베놈 2: 렛 데어 비 카니지 / 고장난 론,"듄 (<5M, 1,656,287명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 고장난 론 (<5M, 152,171명)"
3,70% 이상,500만미만,2021-11-03,2021-11-09,7,87.39609076611997,84.11299026706828,이터널스 / 베놈 2: 렛 데어 비 카니지 / 듄,"이터널스 (<5M, 3,048,616명) / 베놈 2: 렛 데어 비 카니지 (<5M, 2,121,625명) / 듄 (<5M, 1,656,287명)"
3,60% 이상,500만미만,2021-11-10,2021-11-14,5,69.52298726527088,67.16171963381417,이터널스 / 듄 / 강릉,"이터널스 (<5M, 3,048,616명) / 듄 (<5M, 1,656,287명) / 강릉 (<5M, 304,200명)"
3,70% 이상,500만미만,2021-11-15,2021-11-16,2,74.82386096759042,74.75250677099407,이터널스 / 강릉 / 듄,"이터널스 (<5M, 3,048,616명) / 강릉 (<5M, 304,200명) / 듄 (<5M, 1,656,287명)"
3,60% 이상,500만미만,2021-11-17,2021-11-18,2,60.61250531688643,60.53494288713344,장르만 로맨스 / 이터널스 / 디어 에반 핸슨,"장르만 로맨스 (<5M, 518,361명) / 이터널스 (<5M, 3,048,616명) / 디어 에반 핸슨 (<5M, 105,742명)"
3,60% 이상,500만미만,2021-11-22,2021-11-22,1,61.25950054288817,61.25950054288817,이터널스 / 장르만 로맨스 / 듄,"이터널스 (<5M, 3,048,616명) / 장르만 로맨스 (<5M, 518,361명) / 듄 (<5M, 1,656,287명)"
3,70% 이상,500만+,2021-12-15,2022-01-11,28,87.54416961130742,81.00677613408386,스파이더맨: 노 웨이 홈 / 킹스맨: 퍼스트 에이전트 / 매트릭스: 리저렉션,"스파이더맨: 노 웨이 홈 (5M+, 7,545,831명) / 킹스맨: 퍼스트 에이전트 (<5M, 1,023,740명) / 매트릭스: 리저렉션 (<5M, 208,540명)"
3,70% 이상,500만+,2022-01-26,2022-01-26,1,72.63294422827497,72.63294422827497,해적: 도깨비 깃발 / 킹메이커 / 스파이더맨: 노 웨이 홈,"해적: 도깨비 깃발 (<5M, 1,336,756명) / 킹메이커 (<5M, 780,819명) / 스파이더맨: 노 웨이 홈 (5M+, 7,545,831명)"
3,60% 이상,500만+,2022-01-27,2022-02-02,7,69.49398589796765,67.9083926186555,해적: 도깨비 깃발 / 킹메이커 / 스파이더맨: 노 웨이 홈,"해적: 도깨비 깃발 (<5M, 1,336,756명) / 킹메이커 (<5M, 780,819명) / 스파이더맨: 노 웨이 홈 (5M+, 7,545,831명)"
3,70% 이상,500만+,2022-02-03,2022-02-04,2,73.28072153325817,73.24447562080047,해적: 도깨비 깃발 / 킹메이커 / 스파이더맨: 노 웨이 홈,"해적: 도깨비 깃발 (<5M, 1,336,756명) / 킹메이커 (<5M, 780,819명) / 스파이더맨: 노 웨이 홈 (5M+, 7,545,831명)"
3,60% 이상,500만+,2022-02-05,2022-02-06,2,69.27408003217374,68.94053258935062,해적: 도깨비 깃발 / 킹메이커 / 스파이더맨: 노 웨이 홈,"해적: 도깨비 깃발 (<5M, 1,336,756명) / 킹메이커 (<5M, 780,819명) / 스파이더맨: 노 웨이 홈 (5M+, 7,545,831명)"
3,70% 이상,500만+,2022-02-07,2022-02-08,2,76.02091633466136,74.97012974424447,해적: 도깨비 깃발 / 킹메이커 / 스파이더맨: 노 웨이 홈,"해적: 도깨비 깃발 (<5M, 1,336,756명) / 킹메이커 (<5M, 780,819명) / 스파이더맨: 노 웨이 홈 (5M+, 7,545,831명)"
3,60% 이상,500만미만,2022-02-09,2022-02-09,1,60.560444650301065,60.560444650301065,나일 강의 죽음 / 해적: 도깨비 깃발 / 킹메이커,"나일 강의 죽음 (<5M, 227,890명) / 해적: 도깨비 깃발 (<5M, 1,336,756명) / 킹메이커 (<5M, 780,819명)"
3,60% 이상,500만미만,2022-02-16,2022-02-16,1,65.78001437814522,65.78001437814522,언차티드 / 나일 강의 죽음 / 해적: 도깨비 깃발,"언차티드 (<5M, 730,046명) / 나일 강의 죽음 (<5M, 227,890명) / 해적: 도깨비 깃발 (<5M, 1,336,756명)"
3,60% 이상,500만미만,2022-02-22,2022-02-22,1,63.52334037063101,63.52334037063101,언차티드 / 극장판 주술회전 0 / 나일 강의 죽음,"언차티드 (<5M, 730,046명) / 극장판 주술회전 0 (<5M, 714,104명) / 나일 강의 죽음 (<5M, 227,890명)"
3,70% 이상,500만미만,2022-03-01,2022-03-08,8,76.84894666069027,73.8151054542029,더 배트맨 / 언차티드 / 극장판 주술회전 0,"더 배트맨 (<5M, 901,534명) / 언차티드 (<5M, 730,046명) / 극장판 주술회전 0 (<5M, 714,104명)"
3,60% 이상,500만미만,2022-03-09,2022-03-13,5,69.45578231292518,66.35491955704569,더 배트맨 / 이상한 나라의 수학자 / 극장판 주술회전 0,"더 배트맨 (<5M, 901,534명) / 이상한 나라의 수학자 (<5M, 526,009명) / 극장판 주술회전 0 (<5M, 714,104명)"
3,70% 이상,500만미만,2022-03-14,2022-03-14,1,72.00806248425296,72.00806248425296,더 배트맨 / 이상한 나라의 수학자 / 극장판 주술회전 0,"더 배트맨 (<5M, 901,534명) / 이상한 나라의 수학자 (<5M, 526,009명) / 극장판 주술회전 0 (<5M, 714,104명)"
3,60% 이상,500만미만,2022-03-15,2022-03-22,8,68.61934856587263,63.45530433683774,더 배트맨 / 이상한 나라의 수학자 / 극장판 주술회전 0,"더 배트맨 (<5M, 901,534명) / 이상한 나라의 수학자 (<5M, 526,009명) / 극장판 주술회전 0 (<5M, 714,104명)"
3,60% 이상,500만미만,2022-03-30,2022-04-03,5,68.71880199667223,66.65936985201833,모비우스 / 뜨거운 피 / 배니싱: 미제사건,"모비우스 (<5M, 475,928명) / 뜨거운 피 (<5M, 396,773명) / 배니싱: 미제사건 (<5M, 35,644명)"
3,70% 이상,500만미만,2022-04-04,2022-04-04,1,70.72359301358469,70.72359301358469,모비우스 / 뜨거운 피 / 이상한 나라의 수학자,"모비우스 (<5M, 475,928명) / 뜨거운 피 (<5M, 396,773명) / 이상한 나라의 수학자 (<5M, 526,009명)"
3,60% 이상,500만미만,2022-04-05,2022-04-05,1,68.25993555316863,68.25993555316863,모비우스 / 뜨거운 피 / 이상한 나라의 수학자,"모비우스 (<5M, 475,928명) / 뜨거운 피 (<5M, 396,773명) / 이상한 나라의 수학자 (<5M, 526,009명)"
3,60% 이상,500만미만,2022-04-13,2022-04-19,7,69.44854751354013,67.42924371530225,신비한 동물들과 덤블도어의 비밀 / 모비우스 / 스텔라,"신비한 동물들과 덤블도어의 비밀 (<5M, 1,195,322명) / 모비우스 (<5M, 475,928명) / 스텔라 (<5M, 95,349명)"
3,70% 이상,500만미만,2022-04-20,2022-04-21,2,82.87292817679558,79.57099772180615,신비한 동물들과 덤블도어의 비밀 / 앵커 / 로스트 시티,"신비한 동물들과 덤블도어의 비밀 (<5M, 1,195,322명) / 앵커 (<5M, 169,683명) / 로스트 시티 (<5M, 112,348명)"
3,60% 이상,500만미만,2022-04-22,2022-04-22,1,65.0,65.0,신비한 동물들과 덤블도어의 비밀 / 앵커 / 공기살인,"신비한 동물들과 덤블도어의 비밀 (<5M, 1,195,322명) / 앵커 (<5M, 169,683명) / 공기살인 (<5M, 158,265명)"
3,60% 이상,500만미만,2022-04-25,2022-04-26,2,67.15063520871144,66.68324653567367,신비한 동물들과 덤블도어의 비밀 / 앵커 / 공기살인,"신비한 동물들과 덤블도어의 비밀 (<5M, 1,195,322명) / 앵커 (<5M, 169,683명) / 공기살인 (<5M, 158,265명)"
3,70% 이상,500만+,2022-05-04,2022-05-10,7,82.72284564895193,77.02151382820685,닥터 스트레인지: 대혼돈의 멀티버스 / 배드 가이즈 / 니 부모 얼굴이 보고 싶다,"닥터 스트레인지: 대혼돈의 멀티버스 (5M+, 5,882,489명) / 배드 가이즈 (<5M, 420,224명) / 니 부모 얼굴이 보고 싶다 (<5M, 416,053명)"
3,60% 이상,500만+,2022-05-11,2022-05-11,1,68.99656946826758,68.99656946826758,닥터 스트레인지: 대혼돈의 멀티버스 / 민스미트 작전 / 배드 가이즈,"닥터 스트레인지: 대혼돈의 멀티버스 (5M+, 5,882,489명) / 민스미트 작전 (<5M, 35,596명) / 배드 가이즈 (<5M, 420,224명)"
3,70% 이상,500만+,2022-05-12,2022-05-12,1,70.51451187335091,70.51451187335091,닥터 스트레인지: 대혼돈의 멀티버스 / 민스미트 작전 / 니 부모 얼굴이 보고 싶다,"닥터 스트레인지: 대혼돈의 멀티버스 (5M+, 5,882,489명) / 민스미트 작전 (<5M, 35,596명) / 니 부모 얼굴이 보고 싶다 (<5M, 416,053명)"
3,60% 이상,500만+,2022-05-13,2022-05-15,3,67.86743515850144,64.42746497053322,닥터 스트레인지: 대혼돈의 멀티버스 / 배드 가이즈 / 민스미트 작전,"닥터 스트레인지: 대혼돈의 멀티버스 (5M+, 5,882,489명) / 배드 가이즈 (<5M, 420,224명) / 민스미트 작전 (<5M, 35,596명)"
3,70% 이상,500만+,2022-05-16,2022-05-17,2,74.42196531791907,72.2736964559949,닥터 스트레인지: 대혼돈의 멀티버스 / 배드 가이즈 / 니 부모 얼굴이 보고 싶다,"닥터 스트레인지: 대혼돈의 멀티버스 (5M+, 5,882,489명) / 배드 가이즈 (<5M, 420,224명) / 니 부모 얼굴이 보고 싶다 (<5M, 416,053명)"
3,70% 이상,1000만+,2022-05-18,2022-06-17,31,93.88785543449376,85.48046666803177,범죄도시2 / 닥터 스트레인지: 대혼돈의 멀티버스 / 배드 가이즈,"범죄도시2 (10M+, 12,686,210명) / 닥터 스트레인지: 대혼돈의 멀티버스 (5M+, 5,882,489명) / 배드 가이즈 (<5M, 420,224명)"
3,60% 이상,1000만+,2022-06-18,2022-06-19,2,65.91672263263936,65.84755004966425,마녀(魔女) Part2. The Other One / 범죄도시2 / 버즈 라이트이어,"마녀(魔女) Part2. The Other One (<5M, 2,806,159명) / 범죄도시2 (10M+, 12,686,210명) / 버즈 라이트이어 (<5M, 342,922명)"
3,70% 이상,1000만+,2022-06-20,2022-06-28,9,79.07026109106347,76.15438421642614,탑건: 매버릭 / 마녀(魔女) Part2. The Other One / 범죄도시2,"탑건: 매버릭 (5M+, 8,275,966명) / 마녀(魔女) Part2. The Other One (<5M, 2,806,159명) / 범죄도시2 (10M+, 12,686,210명)"
3,70% 이상,500만+,2022-06-29,2022-06-29,1,73.54193273733505,73.54193273733505,헤어질 결심 / 탑건: 매버릭 / 마녀(魔女) Part2. The Other One,"헤어질 결심 (<5M, 1,863,289명) / 탑건: 매버릭 (5M+, 8,275,966명) / 마녀(魔女) Part2. The Other One (<5M, 2,806,159명)"
3,70% 이상,1000만+,2022-06-30,2022-07-01,2,73.55232680564329,73.30477143014872,탑건: 매버릭 / 헤어질 결심 / 범죄도시2,"탑건: 매버릭 (5M+, 8,275,966명) / 헤어질 결심 (<5M, 1,863,289명) / 범죄도시2 (10M+, 12,686,210명)"
3,60% 이상,1000만+,2022-07-02,2022-07-03,2,69.74577915777218,69.66101689776912,탑건: 매버릭 / 헤어질 결심 / 범죄도시2,"탑건: 매버릭 (5M+, 8,275,966명) / 헤어질 결심 (<5M, 1,863,289명) / 범죄도시2 (10M+, 12,686,210명)"
3,70% 이상,1000만+,2022-07-04,2022-07-05,2,74.65768799102133,74.13144314406546,탑건: 매버릭 / 헤어질 결심 / 범죄도시2,"탑건: 매버릭 (5M+, 8,275,966명) / 헤어질 결심 (<5M, 1,863,289명) / 범죄도시2 (10M+, 12,686,210명)"
3,70% 이상,500만+,2022-07-06,2022-07-12,7,76.35675220866639,74.5024051072994,토르: 러브 앤 썬더 / 탑건: 매버릭 / 헤어질 결심,"토르: 러브 앤 썬더 (<5M, 2,711,862명) / 탑건: 매버릭 (5M+, 8,275,966명) / 헤어질 결심 (<5M, 1,863,289명)"
3,60% 이상,500만+,2022-07-13,2022-07-14,2,60.917069675801535,60.721460548153104,탑건: 매버릭 / 토르: 러브 앤 썬더 / 헤어질 결심,"탑건: 매버릭 (5M+, 8,275,966명) / 토르: 러브 앤 썬더 (<5M, 2,711,862명) / 헤어질 결심 (<5M, 1,863,289명)"
3,60% 이상,500만+,2022-07-18,2022-07-19,2,60.96897114861187,60.96769017283297,탑건: 매버릭 / 토르: 러브 앤 썬더 / 헤어질 결심,"탑건: 매버릭 (5M+, 8,275,966명) / 토르: 러브 앤 썬더 (<5M, 2,711,862명) / 헤어질 결심 (<5M, 1,863,289명)"
3,70% 이상,500만+,2022-07-20,2022-07-20,1,70.12891344383057,70.12891344383057,외계+인 1부 / 미니언즈2 / 탑건: 매버릭,"외계+인 1부 (<5M, 1,539,009명) / 미니언즈2 (<5M, 2,263,349명) / 탑건: 매버릭 (5M+, 8,275,966명)"
3,60% 이상,500만+,2022-07-21,2022-07-26,6,68.75102846799408,67.93504098823632,외계+인 1부 / 미니언즈2 / 탑건: 매버릭,"외계+인 1부 (<5M, 1,539,009명) / 미니언즈2 (<5M, 2,263,349명) / 탑건: 매버릭 (5M+, 8,275,966명)"
3,70% 이상,500만+,2022-07-27,2022-07-27,1,72.77872099603849,72.77872099603849,한산: 용의 출현 / 미니언즈2 / 탑건: 매버릭,"한산: 용의 출현 (5M+, 7,252,467명) / 미니언즈2 (<5M, 2,263,349명) / 탑건: 매버릭 (5M+, 8,275,966명)"
3,60% 이상,500만+,2022-07-28,2022-08-19,23,65.49815498154982,63.50301706011004,한산: 용의 출현 / 미니언즈2 / 탑건: 매버릭,"한산: 용의 출현 (5M+, 7,252,467명) / 미니언즈2 (<5M, 2,263,349명) / 탑건: 매버릭 (5M+, 8,275,966명)"
3,60% 이상,500만+,2022-08-22,2022-08-23,2,62.52895752895753,62.07021186538908,헌트 / 한산: 용의 출현 / 놉,"헌트 (<5M, 4,346,803명) / 한산: 용의 출현 (5M+, 7,252,467명) / 놉 (<5M, 405,959명)"
3,60% 이상,500만+,2022-08-29,2022-09-06,9,66.60629386461399,63.472953205377586,육사오(6/45) / 헌트 / 한산: 용의 출현,"육사오(6/45) (<5M, 1,963,542명) / 헌트 (<5M, 4,346,803명) / 한산: 용의 출현 (5M+, 7,252,467명)"
3,70% 이상,500만+,2022-09-07,2022-09-08,2,76.8587769467664,73.77868987058878,공조2: 인터내셔날 / 육사오(6/45) / 헌트,"공조2: 인터내셔날 (5M+, 6,979,189명) / 육사오(6/45) (<5M, 1,963,542명) / 헌트 (<5M, 4,346,803명)"
3,60% 이상,500만+,2022-09-09,2022-09-13,5,68.9502317146887,64.8482408987459,공조2: 인터내셔날 / 육사오(6/45) / 헌트,"공조2: 인터내셔날 (5M+, 6,979,189명) / 육사오(6/45) (<5M, 1,963,542명) / 헌트 (<5M, 4,346,803명)"
3,70% 이상,500만+,2022-09-14,2022-09-16,3,73.29784874695054,72.78017148000485,공조2: 인터내셔날 / 육사오(6/45) / 헌트,"공조2: 인터내셔날 (5M+, 6,979,189명) / 육사오(6/45) (<5M, 1,963,542명) / 헌트 (<5M, 4,346,803명)"
3,60% 이상,500만+,2022-09-17,2022-09-17,1,69.94094488188976,69.94094488188976,공조2: 인터내셔날 / 육사오(6/45) / 헌트,"공조2: 인터내셔날 (5M+, 6,979,189명) / 육사오(6/45) (<5M, 1,963,542명) / 헌트 (<5M, 4,346,803명)"
3,70% 이상,500만+,2022-09-18,2022-09-23,6,82.31292517006803,78.38895738350693,공조2: 인터내셔날 / 육사오(6/45) / 헌트,"공조2: 인터내셔날 (5M+, 6,979,189명) / 육사오(6/45) (<5M, 1,963,542명) / 헌트 (<5M, 4,346,803명)"
3,60% 이상,500만+,2022-09-24,2022-09-25,2,64.37990021382751,63.27645167649869,공조2: 인터내셔날 / 늑대사냥 / 육사오(6/45),"공조2: 인터내셔날 (5M+, 6,979,189명) / 늑대사냥 (<5M, 441,406명) / 육사오(6/45) (<5M, 1,963,542명)"
3,70% 이상,500만+,2022-09-26,2022-09-27,2,84.24693986162852,81.28560537322652,공조2: 인터내셔날 / 늑대사냥 / 육사오(6/45),"공조2: 인터내셔날 (5M+, 6,979,189명) / 늑대사냥 (<5M, 441,406명) / 육사오(6/45) (<5M, 1,963,542명)"
3,60% 이상,500만+,2022-09-28,2022-10-01,4,66.87583190720669,64.73916599901992,정직한 후보2 / 인생은 아름다워 / 공조2: 인터내셔날,"정직한 후보2 (<5M, 897,345명) / 인생은 아름다워 (<5M, 1,163,584명) / 공조2: 인터내셔날 (5M+, 6,979,189명)"
3,60% 이상,500만+,2022-10-04,2022-10-05,2,65.26922312735942,62.77571967739625,정직한 후보2 / 인생은 아름다워 / 공조2: 인터내셔날,"정직한 후보2 (<5M, 897,345명) / 인생은 아름다워 (<5M, 1,163,584명) / 공조2: 인터내셔날 (5M+, 6,979,189명)"
3,60% 이상,500만+,2022-10-11,2022-10-11,1,62.11041852181657,62.11041852181657,인생은 아름다워 / 공조2: 인터내셔날 / 정직한 후보2,"인생은 아름다워 (<5M, 1,163,584명) / 공조2: 인터내셔날 (5M+, 6,979,189명) / 정직한 후보2 (<5M, 897,345명)"
3,60% 이상,500만미만,2022-10-26,2022-10-28,3,61.5555107797703,60.99966041375291,리멤버 / 자백 / 블랙 아담,"리멤버 (<5M, 409,797명) / 자백 (<5M, 732,280명) / 블랙 아담 (<5M, 777,888명)"
3,70% 이상,500만미만,2022-11-09,2022-11-16,8,80.31496062992126,75.37878137126137,블랙 팬서: 와칸다 포에버 / 자백 / 리멤버,"블랙 팬서: 와칸다 포에버 (<5M, 2,102,015명) / 자백 (<5M, 732,280명) / 리멤버 (<5M, 409,797명)"
3,60% 이상,500만미만,2022-11-17,2022-11-20,4,69.30613877224555,67.70590022352873,블랙 팬서: 와칸다 포에버 / 데시벨 / 동감,"블랙 팬서: 와칸다 포에버 (<5M, 2,102,015명) / 데시벨 (<5M, 895,908명) / 동감 (<5M, 482,309명)"
3,70% 이상,500만미만,2022-11-21,2022-11-22,2,71.78710514928602,71.49536448145923,블랙 팬서: 와칸다 포에버 / 데시벨 / 동감,"블랙 팬서: 와칸다 포에버 (<5M, 2,102,015명) / 데시벨 (<5M, 895,908명) / 동감 (<5M, 482,309명)"
3,60% 이상,500만미만,2022-11-23,2022-11-27,5,66.80823954130389,64.5922434421926,올빼미 / 블랙 팬서: 와칸다 포에버 / 데시벨,"올빼미 (<5M, 3,321,661명) / 블랙 팬서: 와칸다 포에버 (<5M, 2,102,015명) / 데시벨 (<5M, 895,908명)"
3,70% 이상,500만미만,2022-11-28,2022-11-29,2,71.59247361174852,71.05829617507649,올빼미 / 블랙 팬서: 와칸다 포에버 / 데시벨,"올빼미 (<5M, 3,321,661명) / 블랙 팬서: 와칸다 포에버 (<5M, 2,102,015명) / 데시벨 (<5M, 895,908명)"
3,60% 이상,500만미만,2022-12-06,2022-12-06,1,61.72968456235639,61.72968456235639,올빼미 / 압꾸정 / 탄생,"올빼미 (<5M, 3,321,661명) / 압꾸정 (<5M, 605,496명) / 탄생 (<5M, 328,194명)"
3,70% 이상,1000만+,2022-12-14,2022-12-23,10,82.82402528977872,80.16196819100378,아바타: 물의 길 / 올빼미 / 신비아파트 극장판 차원도깨비와 7개의 세계,"아바타: 물의 길 (10M+, 10,809,520명) / 올빼미 (<5M, 3,321,661명) / 신비아파트 극장판 차원도깨비와 7개의 세계 (<5M, 427,067명)"
3,60% 이상,1000만+,2022-12-24,2022-12-26,3,69.96309963099631,66.84453612379411,아바타: 물의 길 / 영웅 / 올빼미,"아바타: 물의 길 (10M+, 10,809,520명) / 영웅 (<5M, 3,235,712명) / 올빼미 (<5M, 3,321,661명)"
3,70% 이상,1000만+,2022-12-27,2022-12-27,1,70.46398266835169,70.46398266835169,아바타: 물의 길 / 영웅 / 올빼미,"아바타: 물의 길 (10M+, 10,809,520명) / 영웅 (<5M, 3,235,712명) / 올빼미 (<5M, 3,321,661명)"
3,60% 이상,1000만+,2022-12-28,2022-12-28,1,69.1271551724138,69.1271551724138,아바타: 물의 길 / 영웅 / 젠틀맨,"아바타: 물의 길 (10M+, 10,809,520명) / 영웅 (<5M, 3,235,712명) / 젠틀맨 (<5M, 216,418명)"
3,70% 이상,1000만+,2022-12-29,2022-12-29,1,70.19177061999628,70.19177061999628,아바타: 물의 길 / 영웅 / 젠틀맨,"아바타: 물의 길 (10M+, 10,809,520명) / 영웅 (<5M, 3,235,712명) / 젠틀맨 (<5M, 216,418명)"
3,60% 이상,1000만+,2022-12-30,2023-01-03,5,69.25152932709608,65.31699747120167,아바타: 물의 길 / 영웅 / 젠틀맨,"아바타: 물의 길 (10M+, 10,809,520명) / 영웅 (<5M, 3,235,712명) / 젠틀맨 (<5M, 216,418명)"
3,60% 이상,500만미만,2023-02-15,2023-02-22,8,65.37995149555375,62.2718393107274,앤트맨과 와스프: 퀀텀매니아 / 더 퍼스트 슬램덩크 / 어메이징 모리스,"앤트맨과 와스프: 퀀텀매니아 (<5M, 1,544,233명) / 더 퍼스트 슬램덩크 (<5M, 4,920,836명) / 어메이징 모리스 (<5M, 92,623명)"
3,60% 이상,500만+,2023-03-14,2023-03-14,1,68.96462018730489,68.96462018730489,스즈메의 문단속 / 대외비 / 더 퍼스트 슬램덩크,"스즈메의 문단속 (5M+, 5,570,424명) / 대외비 (<5M, 747,662명) / 더 퍼스트 슬램덩크 (<5M, 4,920,836명)"
3,60% 이상,500만+,2023-03-27,2023-04-09,14,66.91405314819248,65.16141702119803,스즈메의 문단속 / 리바운드 / 에어,"스즈메의 문단속 (5M+, 5,570,424명) / 리바운드 (<5M, 706,398명) / 에어 (<5M, 103,796명)"
3,70% 이상,500만+,2023-04-10,2023-04-11,2,72.54849137931035,71.5828556481614,스즈메의 문단속 / 리바운드 / 에어,"스즈메의 문단속 (5M+, 5,570,424명) / 리바운드 (<5M, 706,398명) / 에어 (<5M, 103,796명)"
