date,movie_count_over_threshold,max_single_share,top_movie,year
2023-04-04,1,31.05633802816901,스즈메의 문단속,2023
2023-04-10,1,30.33405172413793,스즈메의 문단속,2023
2023-04-12,1,32.944480449341114,존 윅 4,2023
2023-04-13,1,34.481206392077425,존 윅 4,2023
2023-04-17,1,30.351715154146763,존 윅 4,2023
2023-04-24,1,30.151843817787416,존 윅 4,2023
2023-05-03,1,35.28953012283096,가디언즈 오브 갤럭시: Volume 3,2023
2023-05-04,1,30.39670273055126,가디언즈 오브 갤럭시: Volume 3,2023
2023-05-08,1,30.28221314519124,가디언즈 오브 갤럭시: Volume 3,2023
2023-05-09,1,30.818318318318315,가디언즈 오브 갤럭시: Volume 3,2023
2023-05-11,1,30.123139128836613,가디언즈 오브 갤럭시: Volume 3,2023
2023-05-15,1,30.496848350018546,가디언즈 오브 갤럭시: Volume 3,2023
2023-05-16,1,31.0677808727948,가디언즈 오브 갤럭시: Volume 3,2023
2023-05-17,1,33.15322269394056,분노의 질주: 라이드 오어 다이,2023
2023-05-18,1,33.47740667976424,분노의 질주: 라이드 오어 다이,2023
2023-05-19,1,32.162764771460424,분노의 질주: 라이드 오어 다이,2023
2023-05-20,1,30.04397537379068,분노의 질주: 라이드 오어 다이,2023
2023-05-22,1,33.66294971596886,분노의 질주: 라이드 오어 다이,2023
2023-05-23,1,33.01791826051943,분노의 질주: 라이드 오어 다이,2023
2023-05-31,1,45.928529584065615,범죄도시3,2023
2023-06-01,1,44.60658647209623,범죄도시3,2023
2023-06-02,1,45.07474128018398,범죄도시3,2023
2023-06-03,1,43.24958123953099,범죄도시3,2023
2023-06-04,1,43.017602682313495,범죄도시3,2023
2023-06-05,1,43.5016111707841,범죄도시3,2023
2023-06-06,1,41.93304331378854,범죄도시3,2023
2023-06-07,1,44.769427839453456,범죄도시3,2023
2023-06-08,1,46.058091286307054,범죄도시3,2023
2023-06-09,1,44.13233458177279,범죄도시3,2023
2023-06-10,1,41.58510842448666,범죄도시3,2023
2023-06-11,1,41.6569654637175,범죄도시3,2023
2023-06-12,1,45.356072827840514,범죄도시3,2023
2023-06-13,1,43.310896087505256,범죄도시3,2023
2023-07-12,1,46.8113714944295,미션 임파서블: 데드 레코닝 PART ONE,2023
2023-07-13,1,47.12328767123288,미션 임파서블: 데드 레코닝 PART ONE,2023
2023-07-14,1,44.94675882682608,미션 임파서블: 데드 레코닝 PART ONE,2023
2023-07-15,1,41.89630166787527,미션 임파서블: 데드 레코닝 PART ONE,2023
2023-07-16,1,41.55368266764383,미션 임파서블: 데드 레코닝 PART ONE,2023
2023-07-17,1,45.14603044014809,미션 임파서블: 데드 레코닝 PART ONE,2023
2023-07-18,1,44.759206798866856,미션 임파서블: 데드 레코닝 PART ONE,2023
2023-07-19,1,35.152456787725775,미션 임파서블: 데드 레코닝 PART ONE,2023
2023-07-26,1,32.78465976582386,밀수,2023
2023-07-27,1,33.05009736236502,밀수,2023
2023-07-28,1,32.535968105390886,밀수,2023
2023-07-29,1,30.480753345448537,밀수,2023
2023-07-31,1,31.24888967845088,밀수,2023
2023-08-01,1,30.134422324315125,밀수,2023
2023-10-25,1,37.56774333405593,그대들은 어떻게 살 것인가,2023
2023-10-26,1,39.72133952578832,그대들은 어떻게 살 것인가,2023
2023-10-27,1,36.65934065934066,그대들은 어떻게 살 것인가,2023
2023-10-28,1,35.07917174177832,그대들은 어떻게 살 것인가,2023
2023-10-29,1,33.960023748268355,그대들은 어떻게 살 것인가,2023
2023-10-30,1,37.85907193714706,그대들은 어떻게 살 것인가,2023
2023-10-31,1,35.77047663118926,그대들은 어떻게 살 것인가,2023
2023-11-08,1,32.33431827775433,더 마블스,2023
2023-11-09,1,31.40848071595994,더 마블스,2023
2023-11-22,1,48.94977168949772,서울의 봄,2023
2023-11-23,1,45.01145594667778,서울의 봄,2023
2023-11-24,1,44.2570281124498,서울의 봄,2023
2023-11-25,1,42.94433142223044,서울의 봄,2023
2023-11-26,1,44.32597105864433,서울의 봄,2023
2023-11-27,1,48.36630362302734,서울의 봄,2023
2023-11-28,1,47.69099808469887,서울의 봄,2023
2023-11-29,1,45.3586934050031,서울의 봄,2023
2023-11-30,1,40.91523460127438,서울의 봄,2023
2023-12-01,1,43.87382188882478,서울의 봄,2023
2023-12-02,1,43.83783783783784,서울의 봄,2023
2023-12-03,1,42.23975304407477,서울의 봄,2023
2023-12-04,1,47.78067885117493,서울의 봄,2023
2023-12-05,1,48.15538194444444,서울의 봄,2023
2023-12-06,1,40.27269027269027,서울의 봄,2023
2023-12-07,1,40.0118670886076,서울의 봄,2023
2023-12-08,1,40.874524714828894,서울의 봄,2023
2023-12-09,1,39.27291346646186,서울의 봄,2023
2023-12-10,1,37.81637717121588,서울의 봄,2023
2023-12-11,1,41.98659354052407,서울의 봄,2023
2023-12-12,1,42.45976554738725,서울의 봄,2023
2023-12-13,1,34.527687296416936,서울의 봄,2023
2023-12-14,1,35.72050879944241,서울의 봄,2023
2023-12-15,1,35.981308411214954,서울의 봄,2023
2023-12-16,1,36.20851596743895,서울의 봄,2023
2023-12-17,1,36.057462090981645,서울의 봄,2023
2023-12-18,1,38.28327771598072,서울의 봄,2023
2023-12-19,1,37.34447209384999,서울의 봄,2023
2023-12-20,1,38.53983853983854,노량: 죽음의 바다,2023
2023-12-21,1,37.97335203366059,노량: 죽음의 바다,2023
2023-12-22,1,32.90571870170015,노량: 죽음의 바다,2023
2023-12-26,1,30.109079242861725,노량: 죽음의 바다,2023
2024-01-31,1,33.89261744966443,웡카,2024
2024-02-01,1,33.9311482168625,웡카,2024
2024-02-02,1,33.26078353779185,웡카,2024
2024-02-03,1,30.80577058409571,웡카,2024
2024-02-04,1,31.076050345683388,웡카,2024
2024-02-05,1,33.31218274111675,웡카,2024
2024-02-06,1,33.50873500315723,웡카,2024
2024-02-22,1,38.41138114997037,파묘,2024
2024-02-23,1,38.96880254063142,파묘,2024
2024-02-24,1,42.37135660309464,파묘,2024
2024-02-25,1,42.094897045658016,파묘,2024
2024-02-26,1,42.35507978186225,파묘,2024
2024-02-27,1,42.92575545327196,파묘,2024
2024-02-28,1,36.35486981677917,파묘,2024
2024-02-29,1,38.61742424242424,파묘,2024
2024-03-01,1,41.32452695465905,파묘,2024
2024-03-02,1,41.99787083037616,파묘,2024
2024-03-03,1,42.20396499374888,파묘,2024
2024-03-04,1,42.269076305220885,파묘,2024
2024-03-05,1,43.58766233766234,파묘,2024
2024-03-06,1,37.08256880733945,파묘,2024
2024-03-07,1,37.64903129657228,파묘,2024
2024-03-08,1,37.0933521923621,파묘,2024
2024-03-09,1,35.336381450032654,파묘,2024
2024-03-10,1,35.386135353202704,파묘,2024
2024-03-11,1,37.70651117589893,파묘,2024
2024-03-12,1,38.76625936145054,파묘,2024
2024-03-13,1,31.695286810376324,파묘,2024
2024-03-14,1,35.92789840229414,파묘,2024
2024-03-15,1,36.773428232502965,파묘,2024
2024-03-16,1,35.476276711336475,파묘,2024
2024-03-17,1,35.52872301500183,파묘,2024
2024-03-18,1,35.18332999398918,파묘,2024
2024-03-19,1,37.88200339558574,파묘,2024
2024-03-20,1,33.715596330275226,파묘,2024
2024-03-21,1,35.11698440207972,파묘,2024
2024-03-22,1,37.37001733102253,파묘,2024
2024-03-23,1,34.59035222052068,파묘,2024
2024-03-24,1,34.683200930052315,파묘,2024
2024-03-25,1,37.821827295511504,파묘,2024
2024-03-26,1,37.328918322295806,파묘,2024
2024-04-10,1,38.25525575235888,쿵푸팬더4,2024
2024-04-11,1,32.18459100812042,쿵푸팬더4,2024
2024-04-12,1,31.32328308207705,쿵푸팬더4,2024
2024-04-13,1,36.070381231671554,쿵푸팬더4,2024
2024-04-14,1,35.2991452991453,쿵푸팬더4,2024
2024-04-15,1,30.559058427910884,쿵푸팬더4,2024
2024-04-16,1,31.92784667418264,쿵푸팬더4,2024
2024-04-24,1,62.18166383701188,범죄도시4,2024
2024-04-25,1,60.76003415883861,범죄도시4,2024
2024-04-26,1,59.78846951472418,범죄도시4,2024
2024-04-27,1,60.2141846837745,범죄도시4,2024
2024-04-28,1,60.35358666937615,범죄도시4,2024
2024-04-29,1,62.03328834907782,범죄도시4,2024
2024-04-30,1,60.89868222078203,범죄도시4,2024
2024-05-01,1,48.851925510757546,범죄도시4,2024
2024-05-02,1,54.19551934826884,범죄도시4,2024
2024-05-03,1,52.80046674445741,범죄도시4,2024
2024-05-04,1,48.63406994953889,범죄도시4,2024
2024-05-05,1,46.04674291397315,범죄도시4,2024
2024-05-06,1,47.1244635193133,범죄도시4,2024
2024-05-07,1,55.19828510182207,범죄도시4,2024
2024-05-08,1,40.815502624142106,범죄도시4,2024
2024-05-09,1,42.4306584797798,범죄도시4,2024
2024-05-10,1,40.98690835850957,범죄도시4,2024
2024-05-11,1,37.7712930877257,범죄도시4,2024
2024-05-12,1,37.61282004052312,범죄도시4,2024
2024-05-13,1,42.81256964564297,범죄도시4,2024
2024-05-14,1,42.02434336963485,범죄도시4,2024
2024-06-12,1,38.38152327221439,인사이드 아웃 2,2024
2024-06-13,1,41.590154327017,인사이드 아웃 2,2024
2024-06-14,1,41.95870430005683,인사이드 아웃 2,2024
2024-06-15,1,44.4272711660656,인사이드 아웃 2,2024
2024-06-16,1,45.555748825882766,인사이드 아웃 2,2024
2024-06-17,1,42.75288870869653,인사이드 아웃 2,2024
2024-06-18,1,43.06672025723473,인사이드 아웃 2,2024
2024-06-19,1,44.686765020312166,인사이드 아웃 2,2024
2024-06-20,1,43.494657448145816,인사이드 아웃 2,2024
2024-06-21,1,41.47033158813264,인사이드 아웃 2,2024
2024-06-22,1,50.74752579490419,인사이드 아웃 2,2024
2024-06-23,1,49.79140592407176,인사이드 아웃 2,2024
2024-06-24,1,40.69952305246423,인사이드 아웃 2,2024
2024-06-25,1,39.95152049360952,인사이드 아웃 2,2024
2024-06-26,1,31.174577634754623,인사이드 아웃 2,2024
2024-06-27,1,30.352697095435683,인사이드 아웃 2,2024
2024-06-28,1,31.490046249748644,인사이드 아웃 2,2024
2024-06-29,1,35.14697827277707,인사이드 아웃 2,2024
2024-06-30,1,34.76605005440697,인사이드 아웃 2,2024
2024-07-01,1,31.09849312076873,인사이드 아웃 2,2024
2024-07-02,1,30.12578616352201,인사이드 아웃 2,2024
2024-07-24,1,30.99583733589497,데드풀과 울버린,2024
2024-07-25,1,30.513353590276665,데드풀과 울버린,2024
2024-07-26,1,31.082375478927204,데드풀과 울버린,2024
2024-07-27,1,30.945194598888005,데드풀과 울버린,2024
2024-07-28,1,30.503894452392306,데드풀과 울버린,2024
2024-07-29,1,30.058972198820555,데드풀과 울버린,2024
2024-08-03,1,30.070791012619267,파일럿,2024
2024-08-04,1,30.38210624417521,파일럿,2024
2024-08-05,1,30.9975837072834,파일럿,2024
2024-08-06,1,32.04138898632059,파일럿,2024
2024-09-13,1,53.704445334401285,베테랑2,2024
2024-09-14,1,49.28874930722335,베테랑2,2024
2024-09-15,1,48.64425162689805,베테랑2,2024
2024-09-16,1,49.04109589041096,베테랑2,2024
2024-09-17,1,49.00310956648985,베테랑2,2024
2024-09-18,1,52.03459799488893,베테랑2,2024
2024-09-19,1,54.870641169853776,베테랑2,2024
2024-09-20,1,55.83802024746907,베테랑2,2024
2024-09-21,1,50.480769230769226,베테랑2,2024
2024-09-22,1,50.34274193548387,베테랑2,2024
2024-09-23,1,55.77660594439118,베테랑2,2024
2024-09-24,1,54.38515081206496,베테랑2,2024
2024-09-25,1,45.2991452991453,베테랑2,2024
2024-09-26,1,44.92817679558011,베테랑2,2024
2024-09-27,1,42.75760135135135,베테랑2,2024
2024-09-28,1,38.48217707934074,베테랑2,2024
2024-09-29,1,37.92043052085335,베테랑2,2024
2024-09-30,1,43.74277122368726,베테랑2,2024
2024-10-23,1,35.94530062947688,베놈: 라스트 댄스,2024
2024-10-24,1,36.23414199866459,베놈: 라스트 댄스,2024
2024-10-25,1,35.14370245139476,베놈: 라스트 댄스,2024
2024-10-26,1,32.16634429400387,베놈: 라스트 댄스,2024
2024-10-27,1,32.81373322809787,베놈: 라스트 댄스,2024
2024-10-28,1,36.56680932001903,베놈: 라스트 댄스,2024
2024-10-29,1,34.19712070874862,베놈: 라스트 댄스,2024
2024-10-30,1,30.954374215152782,아마존 활명수,2024
2024-11-13,1,39.093922651933696,글래디에이터 Ⅱ,2024
2024-11-14,1,31.52444076222038,글래디에이터 Ⅱ,2024
2024-11-15,1,31.69543147208122,글래디에이터 Ⅱ,2024
2024-11-17,1,30.00971817298348,글래디에이터 Ⅱ,2024
2024-11-18,1,34.126067882706074,글래디에이터 Ⅱ,2024
2024-11-19,1,32.764044943820224,글래디에이터 Ⅱ,2024
2024-11-20,1,32.153905645784995,위키드,2024
2024-11-21,1,32.476452119309265,위키드,2024
2024-11-22,1,32.69667170953101,위키드,2024
2024-11-23,1,32.9014598540146,위키드,2024
2024-11-24,1,32.96120058565154,위키드,2024
2024-11-25,1,33.7648778450616,위키드,2024
2024-11-26,1,33.56079404466501,위키드,2024
2024-11-27,1,33.06076937372235,모아나 2,2024
2024-11-28,1,32.816901408450704,모아나 2,2024
2024-11-29,1,33.211608687295794,모아나 2,2024
2024-11-30,1,36.80775685250792,모아나 2,2024
2024-12-01,1,37.50944822373394,모아나 2,2024
2024-12-02,1,31.366006256517203,모아나 2,2024
2024-12-03,1,32.315789473684205,모아나 2,2024
2024-12-24,1,35.36789297658863,하얼빈,2024
2024-12-25,1,30.740407673860908,하얼빈,2024
2024-12-26,1,34.705209864445536,하얼빈,2024
2024-12-27,1,32.8921885087153,하얼빈,2024
2024-12-30,1,31.25211505922166,하얼빈,2024
2025-01-22,1,30.40689960194604,히트맨2,2025
2025-01-23,1,33.58742258218199,히트맨2,2025
2025-01-24,1,32.92393026941363,검은 수녀들,2025
2025-02-12,1,35.647961243439646,캡틴 아메리카: 브레이브 뉴 월드,2025
2025-02-13,1,35.751713018943974,캡틴 아메리카: 브레이브 뉴 월드,2025
2025-02-14,1,34.26287051482059,캡틴 아메리카: 브레이브 뉴 월드,2025
2025-02-15,1,34.18449919079302,캡틴 아메리카: 브레이브 뉴 월드,2025
2025-02-16,1,34.97012696041823,캡틴 아메리카: 브레이브 뉴 월드,2025
2025-02-17,1,35.02679528403001,캡틴 아메리카: 브레이브 뉴 월드,2025
2025-02-18,1,35.08133561643836,캡틴 아메리카: 브레이브 뉴 월드,2025
2025-02-19,1,34.694327962922095,캡틴 아메리카: 브레이브 뉴 월드,2025
2025-02-20,1,34.80293921175684,캡틴 아메리카: 브레이브 뉴 월드,2025
2025-02-28,1,39.98141263940521,미키 17,2025
2025-03-01,1,36.27632687447346,미키 17,2025
2025-03-02,1,36.42418032786885,미키 17,2025
2025-03-03,1,35.57692307692308,미키 17,2025
2025-03-04,1,39.10243091626844,미키 17,2025
2025-03-05,1,36.31452581032413,미키 17,2025
2025-03-06,1,36.496350364963504,미키 17,2025
2025-03-07,1,37.61187957689178,미키 17,2025
2025-03-08,1,36.42129540649625,미키 17,2025
2025-03-09,1,35.61722488038278,미키 17,2025
2025-03-10,1,36.72194701701486,미키 17,2025
2025-03-11,1,36.55380634030623,미키 17,2025
2025-03-12,1,30.65873178739996,미키 17,2025
2025-03-14,1,30.38919136922767,미키 17,2025
2025-03-26,1,33.71064004939288,승부,2025
2025-03-27,1,34.14634146341464,승부,2025
2025-03-28,1,33.74948833401555,승부,2025
2025-03-29,1,34.62890625,승부,2025
2025-03-30,1,34.62827844606586,승부,2025
2025-03-31,1,38.84982420894024,승부,2025
2025-04-01,1,38.47874720357942,승부,2025
2025-04-02,1,32.878352490421456,승부,2025
2025-04-03,1,34.46565831886933,승부,2025
2025-04-04,1,32.81178094799816,승부,2025
2025-04-05,1,30.280708739796932,승부,2025
2025-04-06,1,30.83673469387755,승부,2025
2025-04-07,1,34.958254780500944,승부,2025
2025-04-08,1,34.96338912133891,승부,2025
2025-04-09,1,32.108369098712444,승부,2025
2025-04-10,1,30.806533945890763,승부,2025
2025-04-14,1,32.58138206739007,승부,2025
2025-04-15,1,33.29493087557604,승부,2025
2025-04-16,1,44.500264410364885,야당,2025
2025-04-17,1,42.9006858013716,야당,2025
2025-04-18,1,41.55164207520228,야당,2025
2025-04-19,1,43.30524344569288,야당,2025
2025-04-20,1,40.17056636781107,야당,2025
2025-04-21,1,44.63032919589855,야당,2025
2025-04-22,1,43.154915079773545,야당,2025
2025-04-23,1,45.55820737204985,야당,2025
2025-04-24,1,47.15359828141783,야당,2025
2025-04-25,1,45.49595141700405,야당,2025
2025-04-26,1,36.49710504549214,야당,2025
2025-04-27,1,35.54376657824933,야당,2025
2025-04-28,1,38.72161895360316,야당,2025
2025-04-29,1,38.94149065307113,야당,2025
2025-05-17,1,41.959887403237154,미션 임파서블: 파이널 레코닝,2025
2025-05-18,1,42.3394330821672,미션 임파서블: 파이널 레코닝,2025
2025-05-19,1,41.971095945403455,미션 임파서블: 파이널 레코닝,2025
2025-05-20,1,42.513422151521176,미션 임파서블: 파이널 레코닝,2025
2025-05-21,1,39.98377939983779,미션 임파서블: 파이널 레코닝,2025
2025-05-22,1,39.34725319278329,미션 임파서블: 파이널 레코닝,2025
2025-05-23,1,39.93418505613627,미션 임파서블: 파이널 레코닝,2025
2025-05-24,1,37.78558875219684,미션 임파서블: 파이널 레코닝,2025
2025-05-25,1,37.92361484669177,미션 임파서블: 파이널 레코닝,2025
2025-05-26,1,40.507436570428695,미션 임파서블: 파이널 레코닝,2025
2025-05-27,1,40.94677137870856,미션 임파서블: 파이널 레코닝,2025
2025-05-28,1,38.90944498539435,미션 임파서블: 파이널 레코닝,2025
2025-05-29,1,40.44243986254296,미션 임파서블: 파이널 레코닝,2025
2025-08-22,1,42.579210672595885,극장판 귀멸의 칼날: 무한성편,2025
2025-08-23,1,39.31343798516474,극장판 귀멸의 칼날: 무한성편,2025
2025-08-24,1,39.06741180579812,극장판 귀멸의 칼날: 무한성편,2025
2025-08-25,1,40.22804560912183,극장판 귀멸의 칼날: 무한성편,2025
2025-08-26,1,39.38979072951301,극장판 귀멸의 칼날: 무한성편,2025
2025-08-27,1,36.724608043626446,극장판 귀멸의 칼날: 무한성편,2025
2025-08-28,1,34.890010818608005,극장판 귀멸의 칼날: 무한성편,2025
2025-08-29,1,34.824902723735406,극장판 귀멸의 칼날: 무한성편,2025
2025-08-30,1,35.453267744202385,극장판 귀멸의 칼날: 무한성편,2025
2025-08-31,1,35.14180024660912,극장판 귀멸의 칼날: 무한성편,2025
2025-09-01,1,35.99084096586178,극장판 귀멸의 칼날: 무한성편,2025
2025-09-02,1,35.916785641444015,극장판 귀멸의 칼날: 무한성편,2025
2025-09-03,1,34.175870858113846,극장판 귀멸의 칼날: 무한성편,2025
2025-09-04,1,32.94460641399417,극장판 귀멸의 칼날: 무한성편,2025
2025-09-24,1,40.46707503828484,어쩔수가없다,2025
2025-09-25,1,37.98243822748621,어쩔수가없다,2025
2025-09-26,1,36.84314111395395,어쩔수가없다,2025
2025-09-27,1,31.03626052586355,어쩔수가없다,2025
2025-09-28,1,30.79841351957234,어쩔수가없다,2025
2025-09-29,1,33.11106480516774,어쩔수가없다,2025
2025-09-30,1,32.6698132567207,어쩔수가없다,2025
2025-11-19,1,32.63542066845947,위키드: 포 굿,2025
2025-11-20,1,31.21194264388136,위키드: 포 굿,2025
2025-11-21,1,31.088959939815688,위키드: 포 굿,2025
2025-11-22,1,30.46594982078853,위키드: 포 굿,2025
2025-11-23,1,30.36459278070016,위키드: 포 굿,2025
2025-11-25,1,30.53582956746288,위키드: 포 굿,2025
2025-11-26,1,37.72628530050688,주토피아 2,2025
2025-11-27,1,37.890015600624025,주토피아 2,2025
2025-11-28,1,38.931152529478894,주토피아 2,2025
2025-11-29,1,43.35091868291796,주토피아 2,2025
2025-11-30,1,42.53905548572455,주토피아 2,2025
2025-12-01,1,39.84674329501915,주토피아 2,2025
2025-12-02,1,39.9126455906822,주토피아 2,2025
2025-12-06,1,35.26502858908979,주토피아 2,2025
2025-12-07,1,35.595105672969964,주토피아 2,2025
2025-12-08,1,30.426217765042978,주토피아 2,2025
2025-12-10,1,32.6484871124393,주토피아 2,2025
2025-12-12,1,31.32068905515921,주토피아 2,2025
2025-12-13,1,34.86722744515916,주토피아 2,2025
2025-12-14,1,34.73961766644694,주토피아 2,2025
2025-12-15,1,32.07871608712266,주토피아 2,2025
2025-12-16,1,35.48057259713702,주토피아 2,2025
2025-12-17,1,51.47527910685805,아바타: 불과 재,2025
2025-12-18,1,50.32757593805837,아바타: 불과 재,2025
2025-12-19,1,48.74927283304247,아바타: 불과 재,2025
2025-12-20,1,44.33085501858736,아바타: 불과 재,2025
2025-12-21,1,44.30521787918459,아바타: 불과 재,2025
2025-12-22,1,47.32744107744108,아바타: 불과 재,2025
2025-12-23,1,46.86536485097636,아바타: 불과 재,2025
2025-12-24,1,36.93028283192218,아바타: 불과 재,2025
2025-12-25,1,34.56747404844291,아바타: 불과 재,2025
2025-12-26,1,35.380066098451906,아바타: 불과 재,2025
2025-12-27,1,35.111423056676614,아바타: 불과 재,2025
2025-12-28,1,35.374149659863946,아바타: 불과 재,2025
2025-12-29,1,37.2985876268152,아바타: 불과 재,2025
2025-12-30,1,36.25764525993883,아바타: 불과 재,2025
2026-02-04,1,39.30772878141299,왕과 사는 남자,2026
2026-02-05,1,37.610825944937005,왕과 사는 남자,2026
2026-02-06,1,34.76340694006309,왕과 사는 남자,2026
2026-02-07,1,32.54976303317535,왕과 사는 남자,2026
2026-02-08,1,31.94959229058562,왕과 사는 남자,2026
2026-02-09,1,34.45170006755235,왕과 사는 남자,2026
2026-02-10,1,33.61785948785292,왕과 사는 남자,2026
2026-02-15,1,31.46529562982005,왕과 사는 남자,2026
2026-02-16,1,32.92873244321137,왕과 사는 남자,2026
2026-02-17,1,35.96349973161567,왕과 사는 남자,2026
2026-02-18,1,36.19885139985642,왕과 사는 남자,2026
2026-02-19,1,33.95309528840059,왕과 사는 남자,2026
2026-02-20,1,34.22222222222222,왕과 사는 남자,2026
2026-02-21,1,39.137706745958,왕과 사는 남자,2026
2026-02-22,1,39.68136346795109,왕과 사는 남자,2026
2026-02-23,1,38.978912319644834,왕과 사는 남자,2026
2026-02-24,1,37.613708483181725,왕과 사는 남자,2026
2026-02-25,1,38.63183087355405,왕과 사는 남자,2026
2026-02-26,1,37.8463476070529,왕과 사는 남자,2026
2026-02-27,1,38.03898405197874,왕과 사는 남자,2026
2026-02-28,1,40.219208619728775,왕과 사는 남자,2026
2026-03-01,1,38.68782314137992,왕과 사는 남자,2026
2026-03-02,1,39.73387543892072,왕과 사는 남자,2026
2026-03-03,1,41.07713372889092,왕과 사는 남자,2026
2026-03-04,1,36.82904826341903,왕과 사는 남자,2026
2026-03-05,1,37.453100860737145,왕과 사는 남자,2026
2026-03-06,1,39.17933763799208,왕과 사는 남자,2026
2026-03-07,1,42.05734211545912,왕과 사는 남자,2026
2026-03-08,1,42.56520046710782,왕과 사는 남자,2026
2026-03-09,1,42.699271102751,왕과 사는 남자,2026
2026-03-10,1,41.00529100529101,왕과 사는 남자,2026
2026-03-11,1,45.77514792899408,왕과 사는 남자,2026
2026-03-12,1,45.677570093457945,왕과 사는 남자,2026
2026-03-13,1,50.024570024570025,왕과 사는 남자,2026
2026-03-14,1,50.43478260869565,왕과 사는 남자,2026
2026-03-15,1,51.76991150442478,왕과 사는 남자,2026
2026-03-16,1,51.00917431192661,왕과 사는 남자,2026
2026-03-17,1,48.617283950617285,왕과 사는 남자,2026
2026-03-18,1,33.253796095444685,왕과 사는 남자,2026
2026-03-19,1,34.089422028353326,왕과 사는 남자,2026
2026-03-20,1,33.45129059117402,왕과 사는 남자,2026
2026-03-21,1,34.48620551779288,왕과 사는 남자,2026
2026-03-22,1,34.03494837172359,왕과 사는 남자,2026
2026-03-23,1,35.69578526018366,왕과 사는 남자,2026
2026-03-24,2,36.5566037735849,왕과 사는 남자,2026
2026-03-25,1,36.43342838341741,왕과 사는 남자,2026
2026-03-26,1,35.6979405034325,왕과 사는 남자,2026
2026-03-27,1,34.78066248880931,왕과 사는 남자,2026
2026-03-28,1,33.7382779198636,왕과 사는 남자,2026
2026-03-29,1,33.79014989293362,왕과 사는 남자,2026
2026-03-30,2,37.93464052287582,왕과 사는 남자,2026
2026-03-31,2,35.5512384652744,왕과 사는 남자,2026
2026-04-01,2,35.12097779995011,왕과 사는 남자,2026
2026-04-02,1,31.49976492712741,왕과 사는 남자,2026
2026-04-03,1,30.31644169063952,왕과 사는 남자,2026
2026-04-06,2,30.13665202537824,왕과 사는 남자,2026
2026-04-07,1,30.085755121486425,왕과 사는 남자,2026
2026-04-13,1,30.13666352497644,살목지,2026
2026-04-14,1,30.47619047619048,살목지,2026
2026-05-13,1,32.5267304445695,마이클,2026
2026-05-14,1,31.981042654028435,마이클,2026
2026-05-15,1,31.344645137748586,마이클,2026
2026-05-18,1,33.96059331414656,마이클,2026
2026-05-19,1,32.95896328293736,마이클,2026
2026-05-20,1,33.058375634517766,마이클,2026
2026-05-21,1,41.60135564499047,군체,2026
2026-05-22,1,40.023706045041486,군체,2026
2026-05-23,1,37.74228284278536,군체,2026
2026-05-24,1,37.52445313889383,군체,2026
2026-05-25,1,37.72893772893773,군체,2026
